,category,jitter,shape_indices,widths
397,straight,3,97,0.9164141414141413
398,straight,3,98,0.9207070707070706
399,straight,3,99,0.9249999999999999
400,straight,4,0,0.6
401,straight,4,1,0.6042929292929292
402,straight,4,2,0.6085858585858586
403,straight,4,3,0.6128787878787878
404,straight,4,4,0.6171717171717171
405,straight,4,5,0.6214646464646464
406,straight,4,6,0.6257575757575757
407,straight,4,7,0.630050505050505
408,straight,4,8,0.6343434343434343
409,straight,4,9,0.6386363636363636
410,straight,4,10,0.6429292929292929
411,straight,4,11,0.6472222222222221
412,straight,4,12,0.6515151515151515
413,straight,4,13,0.6558080808080807
414,straight,4,14,0.6601010101010101
415,straight,4,15,0.6643939393939393
416,straight,4,16,0.6686868686868687
417,straight,4,17,0.6729797979797979
418,straight,4,18,0.6772727272727272
419,straight,4,19,0.6815656565656565
420,straight,4,20,0.6858585858585858
421,straight,4,21,0.6901515151515151
422,straight,4,22,0.6944444444444444
423,straight,4,23,0.6987373737373737
424,straight,4,24,0.703030303030303
425,straight,4,25,0.7073232323232322
426,straight,4,26,0.7116161616161616
427,straight,4,27,0.7159090909090908
428,straight,4,28,0.7202020202020202
429,straight,4,29,0.7244949494949494
430,straight,4,30,0.7287878787878788
431,straight,4,31,0.733080808080808
432,straight,4,32,0.7373737373737373
433,straight,4,33,0.7416666666666666
434,straight,4,34,0.7459595959595959
435,straight,4,35,0.7502525252525252
436,straight,4,36,0.7545454545454545
437,straight,4,37,0.7588383838383838
438,straight,4,38,0.7631313131313131
439,straight,4,39,0.7674242424242423
440,straight,4,40,0.7717171717171717
441,straight,4,41,0.7760101010101009
442,straight,4,42,0.7803030303030303
443,straight,4,43,0.7845959595959595
444,straight,4,44,0.7888888888888889
445,straight,4,45,0.7931818181818181
446,straight,4,46,0.7974747474747474
447,straight,4,47,0.8017676767676767
448,straight,4,48,0.8060606060606059
449,straight,4,49,0.8103535353535353
450,straight,4,50,0.8146464646464646
451,straight,4,51,0.8189393939393939
452,straight,4,52,0.8232323232323231
453,straight,4,53,0.8275252525252524
454,straight,4,54,0.8318181818181818
455,straight,4,55,0.836111111111111
456,straight,4,56,0.8404040404040403
457,straight,4,57,0.8446969696969696
458,straight,4,58,0.848989898989899
459,straight,4,59,0.8532828282828282
460,straight,4,60,0.8575757575757574
461,straight,4,61,0.8618686868686868
462,straight,4,62,0.8661616161616161
463,straight,4,63,0.8704545454545454
464,straight,4,64,0.8747474747474746
465,straight,4,65,0.879040404040404
466,straight,4,66,0.8833333333333333
467,straight,4,67,0.8876262626262625
468,straight,4,68,0.8919191919191918
469,straight,4,69,0.8962121212121211
470,straight,4,70,0.9005050505050505
471,straight,4,71,0.9047979797979797
472,straight,4,72,0.909090909090909
473,straight,4,73,0.9133838383838383
474,straight,4,74,0.9176767676767676
475,straight,4,75,0.9219696969696969
476,straight,4,76,0.9262626262626261
477,straight,4,77,0.9305555555555555
478,straight,4,78,0.9348484848484848
479,straight,4,79,0.939141414141414
480,straight,4,80,0.9434343434343433
481,straight,4,81,0.9477272727272726
482,straight,4,82,0.952020202020202
483,straight,4,83,0.9563131313131312
484,straight,4,84,0.9606060606060605
485,straight,4,85,0.9648989898989898
486,straight,4,86,0.9691919191919192
487,straight,4,87,0.9734848484848484
488,straight,4,88,0.9777777777777776
489,straight,4,89,0.982070707070707
490,straight,4,90,0.9863636363636363
491,straight,4,91,0.9906565656565656
492,straight,4,92,0.9949494949494948
493,straight,4,93,0.9992424242424242
494,straight,4,94,1.0035353535353535
495,straight,4,95,1.0078282828282827
496,straight,4,96,1.012121212121212
497,straight,4,97,1.0164141414141412
498,straight,4,98,1.0207070707070707
499,straight,4,99,1.025
500,curved,0,0,0.575
501,curved,0,1,0.5792929292929292
502,curved,0,2,0.5835858585858585
503,curved,0,3,0.5878787878787878
504,curved,0,4,0.5921717171717171
505,curved,0,5,0.5964646464646464
506,curved,0,6,0.6007575757575757
507,curved,0,7,0.605050505050505
508,curved,0,8,0.6093434343434343
509,curved,0,9,0.6136363636363635
510,curved,0,10,0.6179292929292929
511,curved,0,11,0.6222222222222221
512,curved,0,12,0.6265151515151515
513,curved,0,13,0.6308080808080807
514,curved,0,14,0.63510101010101
515,curved,0,15,0.6393939393939393
516,curved,0,16,0.6436868686868686
517,curved,0,17,0.6479797979797979
518,curved,0,18,0.6522727272727272
519,curved,0,19,0.6565656565656565
520,curved,0,20,0.6608585858585858
521,curved,0,21,0.665151515151515
522,curved,0,22,0.6694444444444444
523,curved,0,23,0.6737373737373736
524,curved,0,24,0.678030303030303
525,curved,0,25,0.6823232323232322
526,curved,0,26,0.6866161616161616
527,curved,0,27,0.6909090909090908
528,curved,0,28,0.6952020202020202
529,curved,0,29,0.6994949494949494
530,curved,0,30,0.7037878787878787
531,curved,0,31,0.708080808080808
532,curved,0,32,0.7123737373737373
533,curved,0,33,0.7166666666666666
534,curved,0,34,0.7209595959595959
535,curved,0,35,0.7252525252525251
536,curved,0,36,0.7295454545454545
537,curved,0,37,0.7338383838383837
538,curved,0,38,0.7381313131313131
539,curved,0,39,0.7424242424242423
540,curved,0,40,0.7467171717171717
541,curved,0,41,0.7510101010101009
542,curved,0,42,0.7553030303030303
543,curved,0,43,0.7595959595959595
544,curved,0,44,0.7638888888888888
545,curved,0,45,0.7681818181818181
546,curved,0,46,0.7724747474747474
547,curved,0,47,0.7767676767676767
548,curved,0,48,0.781060606060606
549,curved,0,49,0.7853535353535352
550,curved,0,50,0.7896464646464645
551,curved,0,51,0.7939393939393938
552,curved,0,52,0.7982323232323232
553,curved,0,53,0.8025252525252524
554,curved,0,54,0.8068181818181817
555,curved,0,55,0.811111111111111
556,curved,0,56,0.8154040404040404
557,curved,0,57,0.8196969696969696
558,curved,0,58,0.8239898989898988
559,curved,0,59,0.8282828282828282
560,curved,0,60,0.8325757575757575
561,curved,0,61,0.8368686868686868
562,curved,0,62,0.841161616161616
563,curved,0,63,0.8454545454545453
564,curved,0,64,0.8497474747474747
565,curved,0,65,0.8540404040404039
566,curved,0,66,0.8583333333333332
567,curved,0,67,0.8626262626262625
568,curved,0,68,0.8669191919191919
569,curved,0,69,0.8712121212121211
570,curved,0,70,0.8755050505050503
571,curved,0,71,0.8797979797979797
572,curved,0,72,0.884090909090909
573,curved,0,73,0.8883838383838383
574,curved,0,74,0.8926767676767675
575,curved,0,75,0.8969696969696969
576,curved,0,76,0.9012626262626262
577,curved,0,77,0.9055555555555554
578,curved,0,78,0.9098484848484847
579,curved,0,79,0.914141414141414
580,curved,0,80,0.9184343434343434
581,curved,0,81,0.9227272727272726
582,curved,0,82,0.9270202020202019
583,curved,0,83,0.9313131313131312
584,curved,0,84,0.9356060606060606
585,curved,0,85,0.9398989898989898
586,curved,0,86,0.944191919191919
587,curved,0,87,0.9484848484848484
588,curved,0,88,0.9527777777777777
589,curved,0,89,0.957070707070707
590,curved,0,90,0.9613636363636362
591,curved,0,91,0.9656565656565655
592,curved,0,92,0.9699494949494949
593,curved,0,93,0.9742424242424241
594,curved,0,94,0.9785353535353534
595,curved,0,95,0.9828282828282827
596,curved,0,96,0.987121212121212
597,curved,0,97,0.9914141414141413
598,curved,0,98,0.9957070707070705
599,curved,0,99,0.9999999999999999
600,curved,1,0,0.6749999999999999
601,curved,1,1,0.6792929292929292
602,curved,1,2,0.6835858585858585
603,curved,1,3,0.6878787878787878
604,curved,1,4,0.6921717171717171
605,curved,1,5,0.6964646464646463
606,curved,1,6,0.7007575757575757
607,curved,1,7,0.7050505050505049
608,curved,1,8,0.7093434343434343
609,curved,1,9,0.7136363636363635
610,curved,1,10,0.7179292929292929
611,curved,1,11,0.7222222222222221
612,curved,1,12,0.7265151515151514
613,curved,1,13,0.7308080808080807
614,curved,1,14,0.73510101010101
615,curved,1,15,0.7393939393939393
616,curved,1,16,0.7436868686868686
617,curved,1,17,0.7479797979797979
618,curved,1,18,0.7522727272727272
619,curved,1,19,0.7565656565656564
620,curved,1,20,0.7608585858585858
621,curved,1,21,0.765151515151515
622,curved,1,22,0.7694444444444444
623,curved,1,23,0.7737373737373736
624,curved,1,24,0.778030303030303
625,curved,1,25,0.7823232323232322
626,curved,1,26,0.7866161616161615
627,curved,1,27,0.7909090909090908
628,curved,1,28,0.7952020202020201
629,curved,1,29,0.7994949494949494
630,curved,1,30,0.8037878787878787
631,curved,1,31,0.808080808080808
632,curved,1,32,0.8123737373737373
633,curved,1,33,0.8166666666666665
634,curved,1,34,0.8209595959595959
635,curved,1,35,0.8252525252525251
636,curved,1,36,0.8295454545454545
637,curved,1,37,0.8338383838383837
638,curved,1,38,0.8381313131313131
639,curved,1,39,0.8424242424242423
640,curved,1,40,0.8467171717171716
641,curved,1,41,0.8510101010101009
642,curved,1,42,0.8553030303030302
643,curved,1,43,0.8595959595959595
644,curved,1,44,0.8638888888888888
645,curved,1,45,0.868181818181818
646,curved,1,46,0.8724747474747474
647,curved,1,47,0.8767676767676766
648,curved,1,48,0.8810606060606059
649,curved,1,49,0.8853535353535352
650,curved,1,50,0.8896464646464646
651,curved,1,51,0.8939393939393938
652,curved,1,52,0.898232323232323
653,curved,1,53,0.9025252525252524
654,curved,1,54,0.9068181818181817
655,curved,1,55,0.911111111111111
656,curved,1,56,0.9154040404040402
657,curved,1,57,0.9196969696969696
658,curved,1,58,0.9239898989898989
659,curved,1,59,0.9282828282828282
660,curved,1,60,0.9325757575757574
661,curved,1,61,0.9368686868686867
662,curved,1,62,0.9411616161616161
663,curved,1,63,0.9454545454545453
664,curved,1,64,0.9497474747474746
665,curved,1,65,0.9540404040404039
666,curved,1,66,0.9583333333333333
667,curved,1,67,0.9626262626262625
668,curved,1,68,0.9669191919191917
669,curved,1,69,0.9712121212121211
670,curved,1,70,0.9755050505050504
671,curved,1,71,0.9797979797979797
672,curved,1,72,0.9840909090909089
673,curved,1,73,0.9883838383838383
674,curved,1,74,0.9926767676767676
675,curved,1,75,0.9969696969696968
676,curved,1,76,1.001262626262626
677,curved,1,77,1.0055555555555555
678,curved,1,78,1.0098484848484848
679,curved,1,79,1.014141414141414
680,curved,1,80,1.0184343434343432
681,curved,1,81,1.0227272727272725
682,curved,1,82,1.027020202020202
683,curved,1,83,1.0313131313131312
684,curved,1,84,1.0356060606060604
685,curved,1,85,1.0398989898989899
686,curved,1,86,1.0441919191919191
687,curved,1,87,1.0484848484848484
688,curved,1,88,1.0527777777777776
689,curved,1,89,1.0570707070707068
690,curved,1,90,1.0613636363636363
691,curved,1,91,1.0656565656565655
692,curved,1,92,1.0699494949494948
693,curved,1,93,1.0742424242424242
694,curved,1,94,1.0785353535353535
695,curved,1,95,1.0828282828282827
696,curved,1,96,1.087121212121212
697,curved,1,97,1.0914141414141412
698,curved,1,98,1.0957070707070704
699,curved,1,99,1.0999999999999999
700,curved,2,0,0.7749999999999999
701,curved,2,1,0.7792929292929293
702,curved,2,2,0.7835858585858585
703,curved,2,3,0.7878787878787878
704,curved,2,4,0.7921717171717171
705,curved,2,5,0.7964646464646464
706,curved,2,6,0.8007575757575757
707,curved,2,7,0.805050505050505
708,curved,2,8,0.8093434343434343
709,curved,2,9,0.8136363636363636
710,curved,2,10,0.8179292929292928
711,curved,2,11,0.8222222222222222
712,curved,2,12,0.8265151515151514
713,curved,2,13,0.8308080808080808
714,curved,2,14,0.83510101010101
715,curved,2,15,0.8393939393939394
716,curved,2,16,0.8436868686868686
717,curved,2,17,0.847979797979798
718,curved,2,18,0.8522727272727272
719,curved,2,19,0.8565656565656565
720,curved,2,20,0.8608585858585858
721,curved,2,21,0.8651515151515151
722,curved,2,22,0.8694444444444444
723,curved,2,23,0.8737373737373737
724,curved,2,24,0.8780303030303029
725,curved,2,25,0.8823232323232323
726,curved,2,26,0.8866161616161615
727,curved,2,27,0.8909090909090909
728,curved,2,28,0.8952020202020201
729,curved,2,29,0.8994949494949495
730,curved,2,30,0.9037878787878787
731,curved,2,31,0.908080808080808
732,curved,2,32,0.9123737373737373
733,curved,2,33,0.9166666666666666
734,curved,2,34,0.9209595959595959
735,curved,2,35,0.9252525252525252
736,curved,2,36,0.9295454545454545
737,curved,2,37,0.9338383838383838
738,curved,2,38,0.938131313131313
739,curved,2,39,0.9424242424242424
740,curved,2,40,0.9467171717171716
741,curved,2,41,0.951010101010101
742,curved,2,42,0.9553030303030302
743,curved,2,43,0.9595959595959596
744,curved,2,44,0.9638888888888888
745,curved,2,45,0.9681818181818181
746,curved,2,46,0.9724747474747474
747,curved,2,47,0.9767676767676767
748,curved,2,48,0.981060606060606
749,curved,2,49,0.9853535353535353
750,curved,2,50,0.9896464646464647
751,curved,2,51,0.9939393939393939
752,curved,2,52,0.9982323232323231
753,curved,2,53,1.0025252525252526
754,curved,2,54,1.0068181818181818
755,curved,2,55,1.011111111111111
756,curved,2,56,1.0154040404040403
757,curved,2,57,1.0196969696969695
758,curved,2,58,1.023989898989899
759,curved,2,59,1.0282828282828282
760,curved,2,60,1.0325757575757575
761,curved,2,61,1.036868686868687
762,curved,2,62,1.0411616161616162
763,curved,2,63,1.0454545454545454
764,curved,2,64,1.0497474747474747
765,curved,2,65,1.0540404040404039
766,curved,2,66,1.0583333333333333
767,curved,2,67,1.0626262626262626
768,curved,2,68,1.0669191919191918
769,curved,2,69,1.0712121212121213
770,curved,2,70,1.0755050505050505
771,curved,2,71,1.0797979797979798
772,curved,2,72,1.084090909090909
773,curved,2,73,1.0883838383838382
774,curved,2,74,1.0926767676767677
775,curved,2,75,1.096969696969697
776,curved,2,76,1.1012626262626262
777,curved,2,77,1.1055555555555556
778,curved,2,78,1.1098484848484849
779,curved,2,79,1.114141414141414
780,curved,2,80,1.1184343434343433
781,curved,2,81,1.1227272727272726
782,curved,2,82,1.127020202020202
783,curved,2,83,1.1313131313131313
784,curved,2,84,1.1356060606060605
785,curved,2,85,1.13989898989899
786,curved,2,86,1.1441919191919192
787,curved,2,87,1.1484848484848484
788,curved,2,88,1.1527777777777777
789,curved,2,89,1.157070707070707
790,curved,2,90,1.1613636363636364
791,curved,2,91,1.1656565656565656
792,curved,2,92,1.1699494949494949
793,curved,2,93,1.1742424242424243
794,curved,2,94,1.1785353535353535
795,curved,2,95,1.1828282828282828
796,curved,2,96,1.187121212121212
797,curved,2,97,1.1914141414141415
798,curved,2,98,1.1957070707070707
799,curved,2,99,1.2
800,curved,3,0,0.8749999999999999
801,curved,3,1,0.8792929292929292
802,curved,3,2,0.8835858585858585
803,curved,3,3,0.8878787878787878
804,curved,3,4,0.8921717171717171
805,curved,3,5,0.8964646464646464
806,curved,3,6,0.9007575757575756
807,curved,3,7,0.905050505050505
808,curved,3,8,0.9093434343434342
809,curved,3,9,0.9136363636363636
810,curved,3,10,0.9179292929292928
811,curved,3,11,0.9222222222222222
812,curved,3,12,0.9265151515151514
813,curved,3,13,0.9308080808080808
814,curved,3,14,0.93510101010101
815,curved,3,15,0.9393939393939393
816,curved,3,16,0.9436868686868686
817,curved,3,17,0.9479797979797979
818,curved,3,18,0.9522727272727272
819,curved,3,19,0.9565656565656565
820,curved,3,20,0.9608585858585857
821,curved,3,21,0.9651515151515151
822,curved,3,22,0.9694444444444443
823,curved,3,23,0.9737373737373737
824,curved,3,24,0.9780303030303029
825,curved,3,25,0.9823232323232323
826,curved,3,26,0.9866161616161615
827,curved,3,27,0.9909090909090909
828,curved,3,28,0.9952020202020202
829,curved,3,29,0.9994949494949494
830,curved,3,30,1.0037878787878787
831,curved,3,31,1.0080808080808081
832,curved,3,32,1.0123737373737374
833,curved,3,33,1.0166666666666666
834,curved,3,34,1.0209595959595958
835,curved,3,35,1.025252525252525
836,curved,3,36,1.0295454545454545
837,curved,3,37,1.0338383838383838
838,curved,3,38,1.038131313131313
839,curved,3,39,1.0424242424242425
840,curved,3,40,1.0467171717171717
841,curved,3,41,1.051010101010101
842,curved,3,42,1.0553030303030302
843,curved,3,43,1.0595959595959596
844,curved,3,44,1.0638888888888889
845,curved,3,45,1.0681818181818181
846,curved,3,46,1.0724747474747474
847,curved,3,47,1.0767676767676768
848,curved,3,48,1.081060606060606
849,curved,3,49,1.0853535353535353
