Tick	Time	TriggerCode	Block	Trial	GazeDirX	GazeDirY	GazeDirZ	HeadPosX	HeadPosY	HeadPosZ	HeadDirX	HeadDirY	HeadDirZ	EyeOpenL	EyeOpenR	PupilDiaL	PupilDiaR	PupilSensorLx	PupilSensorLy	PupilSensorRx	PupilSensorRy	PositionLx	PositionLy	PositionRx	PositionRy	GazeAngleX	GazeAngleY	HeadAngleX	HeadAngleY	ViewGazeX	ViewGazeY	ViewGazeZ	ViewFixX	ViewFixY	ViewFixZ	HandRPosX	HandRPosY	HandRPosZ	HandRDirX	HandRDirY	HandRDirZ	FixationPointX	FixationPointY	FixationPointZ
1225	49533	0	1	1	-0.0007418916	-0.04307974	-0.9990689	-0.01323533	1.67713	-0.2176543	-0.07522083	-0.002421867	-0.997164	1	1	3.046249	3.082031	0.4338813	0.4571119	0.4415511	0.4655004	0.4338813	0.4571119	0.4415511	0.4655004	-179.9558	-177.531	-175.6861	-179.8615	0.3888652	3.251787	-0.2139709	0.468434	0.4790829	1.77655	-0.06348783	1.187487	-0.4322786	0.3011683	0.3092129	-0.9020451	-0.006373467	1.60115	-2.299299
1226	49544	0	1	1	-0.0009304285	-0.04333864	-0.9990574	-0.01311266	1.677259	-0.218062	-0.07523216	-0.002515339	-0.9971629	1	1	3.046249	3.082031	0.4338813	0.4571119	0.4415511	0.4655004	0.4338813	0.4571119	0.4415511	0.4655004	-179.9477	-177.5161	-175.6854	-179.856	0.3882158	3.248924	-0.214211	0.4684596	0.4790818	1.776161	-0.06021267	1.189719	-0.4300671	0.3099921	0.319672	-0.8953852	-0.006262783	1.601111	-2.299699
1227	49555	0	1	1	0.0004852265	-0.04530982	-0.9989571	-0.01313686	1.677276	-0.2181809	-0.0750671	-0.002502499	-0.9971753	0.936299	0.9535832	3.045883	3.073013	0.4333968	0.4575493	0.4414454	0.465901	0.4333968	0.4575493	0.4414454	0.465901	179.972	-177.403	-175.6949	-179.856	0.3882518	3.247122	-0.2143534	0.4685204	0.4790734	1.776063	-0.05726063	1.191762	-0.4277105	0.3193816	0.3281686	-0.8889886	-0.003823839	1.594989	-2.35325
1228	49566	0	1	1	0.0006437674	-0.04588954	-0.9989404	-0.01312268	1.677343	-0.2183895	-0.07495496	-0.002707	-0.9971834	0.7973242	0.8852331	3.04541	3.072495	0.4333014	0.4575325	0.4414275	0.4661855	0.4333014	0.4575325	0.4414275	0.4661855	179.9604	-177.3698	-175.7013	-179.8442	0.3887156	3.249064	-0.2142174	0.4685614	0.4791366	1.775893	-0.05460411	1.193629	-0.4254426	0.3284723	0.3349029	-0.8831456	-0.0009714812	1.604191	-2.174278
1229	49577	0	1	1	0.0007489771	-0.04610689	-0.9989304	-0.01304877	1.677446	-0.2186459	-0.0746121	-0.002960499	-0.9972082	0.7973242	0.8852331	3.04541	3.072495	0.4333014	0.4575325	0.4414275	0.4661855	0.4333014	0.4575325	0.4414275	0.4661855	179.9558	-177.3574	-175.7211	-179.8298	0.3888592	3.251572	-0.214043	0.468708	0.4792103	1.775719	-0.05206221	1.19535	-0.4231642	0.3373292	0.3408049	-0.8775313	-0.0002299212	1.603786	-2.17451
1230	49588	0	1	1	0.004139595	-0.04523804	-0.998966	-0.01304013	1.67743	-0.2187561	-0.07429486	-0.003165022	-0.9972314	0.6594133	0.8844967	3.097961	3.071594	0.4317768	0.4567278	0.4413456	0.4661855	0.4317768	0.4567278	0.4413456	0.4661855	179.7626	-177.4072	-175.7393	-179.8187	0.3888948	3.254621	-0.2138101	0.4688317	0.4792892	1.775677	-0.04950386	1.19702	-0.420817	0.3438059	0.3449112	-0.8734035	0.01236711	1.600333	-2.351017
1231	49599	0	1	1	0.0006219596	-0.03832358	-0.9992584	-0.01311266	1.677374	-0.2187334	-0.07389077	-0.003444003	-0.9972605	0.4889093	0.8131366	3.103607	3.085114	0.4313938	0.4554074	0.4400092	0.4649867	0.4313938	0.4554074	0.4400092	0.4649867	179.9657	-177.8037	-175.7625	-179.8022	0.3893563	3.260897	-0.2133262	0.4689679	0.4794077	1.77578	-0.04693043	1.198538	-0.4184918	0.3466597	0.3497874	-0.870331	-0.006031884	1.600504	-2.435326
1232	49610	0	1	1	0.001022838	-0.03861172	-0.999247	-0.01309425	1.677359	-0.2188195	-0.07335687	-0.004016041	-0.9972976	0.4889093	0.8131366	3.103607	3.085114	0.4313938	0.4554074	0.4400092	0.4649867	0.4313938	0.4554074	0.4400092	0.4649867	179.9407	-177.7872	-175.7932	-179.7693	0.3879943	3.272401	-0.2124524	0.469183	0.4796089	1.77583	-0.04438674	1.199979	-0.4161111	0.347279	0.3558158	-0.8676361	-0.004799958	1.599284	-2.435364
1233	49621	0	1	1	0.009236172	-0.04096545	-0.9991082	-0.01312971	1.677304	-0.218801	-0.07308801	-0.004186301	-0.9973167	0.2325657	0.6055276	2.877319	3.088867	0.4301897	0.4535855	0.4412683	0.4623897	0.4301897	0.4535855	0.4412683	0.4623897	179.4703	-177.6521	-175.8086	-179.7602	0.387325	3.276279	-0.2121518	0.4692836	0.4796773	1.7759	-0.04192156	1.201524	-0.413726	0.3493253	0.3618594	-0.8643089	0.02151351	1.544358	-3.590909
1234	49633	0	1	1	-0.001176715	-0.07810039	-0.9969368	-0.01327461	1.677117	-0.2185357	-0.07285954	-0.004395369	-0.9973325	0.1818367	0.468079	2.760086	3.072708	0.4291307	0.4553434	0.4417541	0.4571314	0.4291307	0.4553434	0.4417541	0.4571314	-179.9315	-175.5206	-175.8218	-179.7474	0.3846924	3.283882	-0.2115484	0.4693576	0.479769	1.776207	-0.03985542	1.202955	-0.4114025	0.3524408	0.3676293	-0.8606011	0.02368287	1.652892	-0.5807419
1235	49644	0	1	1	0.002300888	-0.2052558	-0.978698	-0.01324105	1.6771	-0.2185858	-0.07262169	-0.00483465	-0.997348	0.1251615	0.4221914	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.8658	-168.1554	-175.8353	-179.7216	0.3830517	3.293061	-0.2108595	0.4694622	0.4799186	1.776236	-0.03784096	1.20443	-0.4091302	0.3580714	0.3732601	-0.8558397	0.02382946	1.72667	0.01233114
1236	49655	0	1	1	0.002623811	-0.2056539	-0.9786137	-0.01323026	1.677114	-0.2186073	-0.07248703	-0.004949002	-0.9973572	0.1251615	0.4221914	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.8468	-168.1321	-175.8431	-179.7154	0.3817137	3.29535	-0.2106885	0.4695253	0.4799465	1.776245	-0.03627574	1.205718	-0.4069914	0.3650428	0.3787921	-0.8504471	0.02378888	1.72672	0.01231076
1237	49666	0	1	1	0.002623811	-0.2056539	-0.9786137	-0.01319903	1.677119	-0.218667	-0.07217094	-0.005176763	-0.997379	0.1251615	0.4221914	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.8468	-168.1321	-175.8612	-179.7026	0.3809301	3.299725	-0.2103644	0.4696583	0.4800241	1.776255	-0.03493953	1.206779	-0.4050742	0.3714836	0.3856247	-0.8445672	0.02373587	1.726782	0.01225169
1238	49677	0	1	1	0.002623811	-0.2056539	-0.9786137	-0.01318955	1.677115	-0.2186549	-0.07216989	-0.004983555	-0.9973799	0.1251615	0.4221914	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.8468	-168.1321	-175.8613	-179.7133	0.3808352	3.295502	-0.2106759	0.4696651	0.4799549	1.77625	-0.03384227	1.207638	-0.4033917	0.3758275	0.3931901	-0.8391397	0.02374174	1.726735	0.01227386
1239	49688	0	1	1	0.002623811	-0.2056539	-0.9786137	-0.01310551	1.677148	-0.2187864	-0.0718651	-0.004836663	-0.9974026	0.1251615	0.4221914	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.8468	-168.1321	-175.8788	-179.7216	0.3818574	3.290604	-0.2110481	0.4697993	0.4799079	1.776154	-0.03294337	1.208379	-0.4018726	0.3790755	0.3993514	-0.8347575	0.02376915	1.726728	0.01216018
1240	49699	0	1	1	0.003451861	-0.2056244	-0.9786171	-0.01302326	1.677184	-0.2188365	-0.07158093	-0.004773357	-0.9974235	0.4178161	0.7716307	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.7983	-168.1338	-175.8952	-179.7259	0.383116	3.288687	-0.2111991	0.4699214	0.4798932	1.776144	-0.03204674	1.209103	-0.4001492	0.3816798	0.4055756	-0.8305594	0.02380483	1.726742	0.0121223
1241	49710	0	1	1	0.003451861	-0.2056244	-0.9786171	-0.01291263	1.677231	-0.2189261	-0.0709196	-0.004713689	-0.997471	0.4178161	0.7716307	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.7983	-168.1338	-175.9332	-179.7295	0.3848109	3.286383	-0.2113822	0.4701957	0.4798857	1.77615	-0.03150553	1.209548	-0.3991123	0.382004	0.4090778	-0.8286906	0.02378661	1.726764	0.01205842
1242	49721	0	1	1	0.003451861	-0.2056244	-0.9786171	-0.01280457	1.677218	-0.2189935	-0.07037412	-0.004562468	-0.9975103	0.4178161	0.7716307	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.7983	-168.1338	-175.9645	-179.7383	0.3854486	3.282178	-0.2116972	0.4704324	0.4798469	1.776151	-0.03114653	1.209789	-0.3982141	0.3829857	0.4101011	-0.8277314	0.02377589	1.726713	0.01201814
1243	49732	0	1	1	0.003451861	-0.2056244	-0.9786171	-0.01267946	1.67721	-0.2190801	-0.06940398	-0.004745658	-0.9975773	0.4178161	0.7716307	3.707657	3.183167	0.4420873	0.4943797	0.4479758	0.4629017	0.4420873	0.4943797	0.4479758	0.4629017	179.7983	-168.1338	-176.0202	-179.728	0.3863626	3.285254	-0.2114699	0.4708325	0.4799342	1.776224	-0.03089756	1.209824	-0.3974954	0.3852988	0.4103632	-0.8265269	0.02368955	1.726742	0.01195702
1244	49744	0	1	1	-0.01702669	-0.2329876	-0.9723277	-0.01255584	1.677203	-0.2191079	-0.06842881	-0.005110452	-0.9976429	0.7501702	0.8771977	1.536972	2.835861	0.4454785	0.503247	0.4436387	0.4678662	0.4454785	0.503247	0.4436387	0.4678662	-178.9967	-166.5249	-176.0762	-179.7066	0.3860136	3.29317	-0.2108794	0.4712397	0.4800766	1.776373	-0.03077185	1.209763	-0.3967046	0.3886293	0.4107859	-0.8247558	0.02515124	1.690077	-0.1640718
1245	49755	0	1	1	0.01710161	-0.05716226	-0.9982107	-0.01242959	1.677163	-0.2191242	-0.06741088	-0.005478147	-0.9977102	0.8140475	0.9003146	2.8638	3.025452	0.4326683	0.4547395	0.4439285	0.4625281	0.4326683	0.4547395	0.4439285	0.4625281	179.0186	-176.7225	-176.1347	-179.6853	0.3848829	3.301265	-0.2102726	0.4716695	0.4802211	1.776536	-0.03068459	1.20963	-0.3962061	0.3900009	0.4115398	-0.8237321	0.002575932	1.556121	-1.938182
1246	49766	0	1	1	0.01813769	-0.05750115	-0.998173	-0.01226008	1.677144	-0.2191908	-0.06629628	-0.005957627	-0.9977823	0.8140475	0.9003146	2.8638	3.025452	0.4326683	0.4547395	0.4439285	0.4625281	0.4326683	0.4547395	0.4439285	0.4625281	178.959	-176.703	-176.1986	-179.6579	0.383202	3.311345	-0.2095257	0.4721482	0.4803987	1.776673	-0.03069741	1.209464	-0.3958576	0.3912356	0.4131383	-0.8223453	0.004719228	1.555339	-1.938176
1247	49777	0	1	1	0.01658649	-0.05269472	-0.9984684	-0.01213032	1.677111	-0.2191797	-0.06565119	-0.006660158	-0.9978204	0.879343	0.9548982	2.758636	3.040619	0.4331881	0.4581098	0.4439581	0.4626499	0.4331881	0.4581098	0.4439581	0.4626499	179.0484	-176.979	-176.2357	-179.6174	0.3808923	3.327637	-0.2083286	0.4724322	0.4806497	1.776842	-0.03064334	1.20941	-0.3954686	0.3927038	0.4147929	-0.820811	0.01360914	1.577789	-1.52542
1248	49788	0	1	1	0.02182176	-0.05212815	-0.9983941	-0.01210088	1.676993	-0.2190815	-0.06481936	-0.006970485	-0.9978727	0.879343	0.9548982	3.039078	3.060028	0.4317482	0.4553094	0.4431863	0.4644024	0.4317482	0.4553094	0.4431863	0.4644024	178.748	-177.0112	-176.2834	-179.5999	0.3784249	3.335889	-0.2077104	0.4727767	0.4807768	1.777077	-0.0308001	1.20929	-0.3953412	0.3940169	0.4145068	-0.820326	0.02522815	1.53571	-3.077925
1249	49799	0	1	1	0.02268973	-0.05236988	-0.998362	-0.01197833	1.67697	-0.2190956	-0.06441671	-0.007499545	-0.997895	0.879343	0.9548982	3.039078	3.060028	0.4317482	0.4553094	0.4431863	0.4644024	0.4317482	0.4553094	0.4431863	0.4644024	178.6981	-176.9973	-176.3065	-179.5693	0.3756797	3.348036	-0.2068295	0.4729689	0.4809576	1.777171	-0.031093	1.209169	-0.395147	0.3949975	0.4123147	-0.820959	0.02659079	1.534331	-3.077855
1250	49810	0	1	1	0.01860032	-0.05125525	-0.9985061	-0.01190066	1.676924	-0.2190567	-0.06437013	-0.007826168	-0.9978954	0.9183351	0.9744681	3.121201	3.110046	0.4316086	0.4570401	0.4441329	0.4654729	0.4316086	0.4570401	0.4441329	0.4654729	178.9328	-177.0615	-176.3092	-179.5506	0.3733787	3.356173	-0.2062379	0.4730116	0.4810696	1.77725	-0.0312348	1.209093	-0.3949785	0.3963203	0.4097128	-0.821624	0.03162247	1.482655	-4.055358
1251	49821	0	1	1	0.00426355	-0.0537289	-0.9985375	-0.01191854	1.676854	-0.2188848	-0.0645472	-0.008192248	-0.9978811	0.9332462	0.9983814	3.094086	3.134171	0.4323056	0.4582857	0.4445238	0.4666293	0.4323056	0.4582857	0.4445238	0.4666293	179.7553	-176.9201	-176.2991	-179.5298	0.3714898	3.367038	-0.2054531	0.4729417	0.4812009	1.77743	-0.03146094	1.209006	-0.3949344	0.3970882	0.4041697	-0.8239951	0.0007329881	1.536196	-2.855258
1252	49833	0	1	1	0.00410736	-0.05406377	-0.9985202	-0.01184565	1.676815	-0.2188326	-0.06496465	-0.008284456	-0.9978532	0.9332462	0.9983814	3.094086	3.134171	0.4323056	0.4582857	0.4445238	0.4666293	0.4323056	0.4582857	0.4445238	0.4666293	179.7643	-176.9009	-176.2751	-179.5244	0.3706476	3.369942	-0.2052408	0.4727949	0.4812327	1.777442	-0.03165346	1.208919	-0.3948796	0.3963835	0.3979796	-0.8273405	-0.0002812445	1.535939	-2.855198
1253	49844	0	1	1	0.002286442	-0.0530578	-0.9985874	-0.01181	1.676768	-0.2187331	-0.06559437	-0.008478357	-0.9978104	1	1	3.183563	3.043213	0.4337181	0.4604643	0.4450018	0.4679432	0.4337181	0.4604643	0.4450018	0.4679432	179.8688	-176.9586	-176.2389	-179.5134	0.3707746	3.375944	-0.2048125	0.4725479	0.4813076	1.77748	-0.03184229	1.20876	-0.3948369	0.3954535	0.3929748	-0.8301732	-0.008565262	1.575406	-2.046435
1254	49855	0	1	1	0.01746446	-0.05215382	-0.9984799	-0.01167244	1.67679	-0.2187808	-0.06630661	-0.008643754	-0.997762	1	1	3.121201	3.110046	0.4316086	0.4570401	0.4441329	0.4654729	0.4316086	0.4570401	0.4441329	0.4654729	178.9979	-177.01	-176.198	-179.5039	0.3709165	3.379445	-0.2045713	0.4722907	0.4813578	1.777364	-0.03226238	1.208588	-0.3946236	0.3952767	0.3905481	-0.8314017	0.02442565	1.479413	-4.055006
1255	49866	0	1	1	0.002331287	-0.05453872	-0.9985	-0.01160246	1.676765	-0.2187093	-0.0671593	-0.008825574	-0.9977033	1	1	3.094086	3.134171	0.4323056	0.4582857	0.4445238	0.4666293	0.4323056	0.4582857	0.4445238	0.4666293	179.8658	-176.8736	-176.149	-179.4933	0.372661	3.384944	-0.2041878	0.4719527	0.4814347	1.777344	-0.03248584	1.208327	-0.3945367	0.3942235	0.3897977	-0.8322535	-0.005982738	1.534234	-2.855007
1256	49877	0	1	1	0.001443222	-0.05477263	-0.998489	-0.01148659	1.676748	-0.218693	-0.06802501	-0.008668742	-0.9976461	1	1	3.094086	3.134171	0.4323056	0.4582857	0.4445238	0.4666293	0.4323056	0.4582857	0.4445238	0.4666293	179.9184	-176.8602	-176.0993	-179.5023	0.3741399	3.38157	-0.2044242	0.4716279	0.4813864	1.77724	-0.03264982	1.208039	-0.3944055	0.3929171	0.3915881	-0.8320307	-0.008226667	1.534521	-2.85501
1257	49888	0	1	1	-0.0002935082	-0.05797091	-0.998303	-0.01140344	1.676743	-0.2186012	-0.06852765	-0.008889444	-0.9976096	1	1	3.140717	3.116196	0.4336763	0.4611354	0.4448949	0.4685798	0.4336763	0.4611354	0.4448949	0.4685798	-179.9802	-176.6766	-176.0704	-179.4891	0.3748751	3.388308	-0.2039548	0.4714369	0.4814706	1.77729	-0.03285503	1.207784	-0.3942138	0.3925255	0.3943336	-0.8309181	-0.009772237	1.571339	-1.934358
1258	49899	0	1	1	-0.004921325	-0.05402286	-0.9985175	-0.01146293	1.676656	-0.2183452	-0.06900631	-0.008829159	-0.9975774	1	1	3.173798	3.18457	0.4344483	0.4596362	0.4452257	0.4683786	0.4344483	0.4596362	0.4452257	0.4683786	-179.7182	-176.9031	-176.043	-179.4929	0.3766757	3.39034	-0.2038036	0.4712237	0.4814776	1.77747	-0.03318566	1.207546	-0.3938965	0.3939743	0.3975765	-0.8286841	-0.01604698	1.585346	-1.900176
1259	49910	0	1	1	-0.005427808	-0.05400114	-0.9985164	-0.01143038	1.676638	-0.2181767	-0.06945022	-0.00893061	-0.9975455	1	1	3.173798	3.18457	0.4344483	0.4596362	0.4452257	0.4683786	0.4344483	0.4596362	0.4452257	0.4683786	-179.6891	-176.9044	-176.0174	-179.4868	0.3780792	3.395257	-0.2034616	0.4710434	0.4815276	1.77759	-0.03335977	1.207375	-0.3935161	0.3954808	0.399312	-0.8271304	-0.01680588	1.585094	-1.899993
1260	49921	0	1	1	-0.005690679	-0.05396314	-0.998522	-0.01132596	1.676635	-0.2180569	-0.0695504	-0.008921203	-0.9975386	1	1	3.115128	3.165024	0.4349648	0.4600853	0.4453385	0.4679334	0.4349648	0.4600853	0.4453385	0.4679334	-179.6737	-176.9065	-176.0117	-179.4876	0.3791368	3.396872	-0.2033503	0.4710186	0.4815365	1.777702	-0.03352165	1.207234	-0.393113	0.3967977	0.39965	-0.8263361	-0.0143364	1.586087	-1.791681
1261	49933	0	1	1	-0.002434865	-0.05222658	-0.9986184	-0.01131976	1.67656	-0.2178279	-0.06947891	-0.008695561	-0.9975457	1	1	3.15065	3.164963	0.4347307	0.4597661	0.4453385	0.4679334	0.4347307	0.4597661	0.4453385	0.4679334	-179.8601	-177.0062	-176.0158	-179.5003	0.3808988	3.394568	-0.2035011	0.4710402	0.4814887	1.77792	-0.03365868	1.207095	-0.3925699	0.3994752	0.3988525	-0.825431	-0.01096793	1.570811	-2.165732
1262	49944	0	1	1	-0.001474068	-0.05188123	-0.9986475	-0.01123601	1.676567	-0.2177163	-0.06924645	-0.008588339	-0.9975626	1	1	3.252991	3.161133	0.4346285	0.4594582	0.4452272	0.4678759	0.4346285	0.4594582	0.4452272	0.4678759	-179.9161	-177.0261	-176.0292	-179.507	0.3824595	3.393686	-0.2035648	0.4711413	0.4814674	1.778059	-0.03380626	1.206918	-0.3920583	0.4021707	0.3985444	-0.82427	-0.008226309	1.563504	-2.359023
1263	49955	0	1	1	-0.001262717	-0.05180756	-0.9986516	-0.01120883	1.676509	-0.217442	-0.06898145	-0.008466588	-0.997582	1	1	3.252991	3.161133	0.4346285	0.4594582	0.4452272	0.4678759	0.4346285	0.4594582	0.4452272	0.4678759	-179.9287	-177.0303	-176.0444	-179.5138	0.3832879	3.394557	-0.2034952	0.4712478	0.4814493	1.778359	-0.03393286	1.206668	-0.3912929	0.4061334	0.4002528	-0.8214946	-0.00765362	1.563669	-2.35876
1264	49966	0	1	1	-0.005297035	-0.05360563	-0.9985434	-0.01111275	1.676525	-0.2173188	-0.06871797	-0.008305969	-0.9976015	1	1	3.115128	3.165024	0.4349648	0.4600853	0.4453385	0.4679334	0.4349648	0.4600853	0.4453385	0.4679334	-179.6961	-176.9271	-176.0596	-179.5232	0.3844665	3.39256	-0.2036361	0.4713672	0.4814047	1.77851	-0.03403831	1.20632	-0.3906376	0.409889	0.4039323	-0.8178201	-0.01293464	1.586773	-1.79099
1265	49977	0	1	1	-0.001672104	-0.05171995	-0.9986463	-0.01052904	1.677008	-0.2183975	-0.06821799	-0.008931378	-0.9976307	1	1	3.15065	3.164963	0.4347307	0.4597661	0.4453385	0.4679334	0.4347307	0.4597661	0.4453385	0.4679334	-179.9031	-177.0354	-176.0882	-179.4872	0.3830409	3.393808	-0.2036202	0.4716893	0.4815253	1.7776	-0.03409058	1.205925	-0.3897785	0.4129969	0.4101276	-0.8131601	-0.007800877	1.570667	-2.166269
1266	49988	0	1	1	-0.001165308	-0.05233627	-0.9986153	-0.01002616	1.677401	-0.2191221	-0.06812748	-0.009329264	-0.997633	1	1	3.15065	3.164963	0.4347307	0.4597661	0.4453385	0.4679334	0.4347307	0.4597661	0.4453385	0.4679334	-179.9344	-177	-176.0934	-179.464	0.3817613	3.394354	-0.2036375	0.4718346	0.4815823	1.776963	-0.03428102	1.205489	-0.389026	0.4162239	0.4176373	-0.8076738	-0.007112239	1.570298	-2.16695
1267	49999	0	1	1	-0.00159169	-0.05106675	-0.9986815	-0.009967685	1.677434	-0.2190648	-0.06774298	-0.009047637	-0.9976618	1	1	3.218384	3.164505	0.4349511	0.459199	0.4452274	0.4678282	0.4349511	0.459199	0.4452274	0.4678282	-179.9093	-177.0728	-176.1155	-179.4804	0.3818477	3.388439	-0.204051	0.4720036	0.4814813	1.777049	-0.03431368	1.205135	-0.3882164	0.4194776	0.42554	-0.8018443	-0.00735312	1.574507	-2.278627
1268	50010	0	1	1	0.001091331	-0.05366369	-0.9985511	-0.009514213	1.67787	-0.2197862	-0.06770964	-0.009294166	-0.9976618	1	1	3.225739	3.186752	0.4339161	0.459891	0.4452274	0.4675771	0.4339161	0.459891	0.4452274	0.4675771	179.9374	-176.9238	-176.1174	-179.4662	0.3796486	3.385379	-0.204322	0.4721251	0.4814666	1.776391	-0.03439093	1.204991	-0.3873311	0.4215408	0.4330441	-0.7967284	0.002919087	1.563325	-2.189132
1269	50021	0	1	1	-0.002029501	-0.05209773	-0.9986311	-0.009592652	1.677773	-0.2193981	-0.06739479	-0.008915505	-0.9976866	1	1	3.290604	3.201721	0.4345007	0.4593179	0.4451066	0.4673909	0.4345007	0.4593179	0.4451066	0.4673909	-179.883	-177.0136	-176.1355	-179.4879	0.3799232	3.381454	-0.2045789	0.4722371	0.481359	1.776779	-0.03448033	1.205084	-0.386189	0.4251271	0.4356712	-0.7933838	-0.006953187	1.573904	-2.200988
1271	50066	104	1	2	-0.0001795143	-0.04807726	-0.9988354	-0.009808779	1.677955	-0.2185402	-0.06904977	-0.007185349	-0.9975873	1	1	3.293121	3.234924	0.434256	0.4588426	0.4442756	0.4673165	0.434256	0.4588426	0.4442756	0.4673165	-180	-177.2443	-176.0405	-179.5874	0.3780749	3.352392	-0.2066336	0.4715821	0.4806767	1.777246	-0.03472549	1.205651	-0.3801624	0.4555118	0.4399648	-0.7739122	-0.007737882	1.580439	-2.302425
1272	50073	0	1	2	-0.001161985	-0.04678602	-0.9988961	-0.009848893	1.677917	-0.2185955	-0.06959793	-0.007617265	-0.9975461	1	1	3.293121	3.234924	0.434256	0.4588426	0.4442756	0.4673165	0.434256	0.4588426	0.4442756	0.4673165	-179.9344	-177.3184	-176.009	-179.5625	0.3784933	3.36179	-0.2059634	0.4713456	0.4808352	1.777154	-0.03460693	1.20564	-0.3812352	0.4505436	0.4405012	-0.7765108	-0.00894592	1.579459	-2.302435
1273	50084	0	1	2	-0.003172725	-0.05127277	-0.9986655	-0.01003736	1.677843	-0.2182393	-0.07058647	-0.007417747	-0.9974782	1	1	3.254181	3.277908	0.4324513	0.4618331	0.4395517	0.4700756	0.4324513	0.4618331	0.4395517	0.4700756	-179.8176	-177.061	-175.9522	-179.5739	0.3770151	3.361702	-0.2059516	0.4709277	0.4807566	1.777344	-0.03462529	1.205671	-0.3805698	0.4533786	0.4470935	-0.7710744	-8.823164E-05	1.580016	-2.177009
1274	50095	0	1	2	-0.00414288	-0.05104323	-0.9986737	-0.0101167	1.677869	-0.2181504	-0.07149097	-0.007476345	-0.9974133	1	1	3.254181	3.277908	0.4324513	0.4618331	0.4395517	0.4700756	0.4324513	0.4618331	0.4395517	0.4700756	-179.7626	-177.0742	-175.9003	-179.5707	0.3755121	3.364313	-0.2057649	0.4705622	0.4807498	1.777308	-0.03469741	1.205714	-0.3798865	0.4569006	0.4525692	-0.7657827	-0.001912782	1.579983	-2.176924
1275	50107	0	1	2	-0.001323134	-0.04773697	-0.9988517	-0.01026684	1.677784	-0.2178366	-0.07276037	-0.007514635	-0.9973214	1	1	3.291275	3.231827	0.4335174	0.4591113	0.4447119	0.4673388	0.4335174	0.4591113	0.4447119	0.4673388	-179.926	-177.2638	-175.8273	-179.5684	0.3740588	3.369333	-0.2053921	0.4700361	0.4807557	1.777437	-0.03483921	1.205833	-0.379346	0.4608003	0.4578333	-0.7602972	-0.01072547	1.554243	-2.761397
1276	50118	0	1	2	-0.004843466	-0.04705661	-0.9988726	-0.01034105	1.677835	-0.2177016	-0.07396657	-0.007457682	-0.9972329	1	1	3.293121	3.234924	0.434256	0.4588426	0.4442756	0.4673165	0.434256	0.4588426	0.4442756	0.4673165	-179.7224	-177.3028	-175.758	-179.5716	0.3727203	3.369923	-0.2053512	0.4695532	0.480701	1.777391	-0.03503436	1.206021	-0.3789085	0.4654247	0.4610266	-0.7555358	-0.01844632	1.579921	-2.301553
1277	50129	0	1	2	-0.006039798	-0.04697922	-0.9988695	-0.01042098	1.677894	-0.2176243	-0.07507791	-0.00715948	-0.9971521	1	1	3.293121	3.234924	0.434256	0.4588426	0.4442756	0.4673165	0.434256	0.4588426	0.4442756	0.4673165	-179.6539	-177.3073	-175.6942	-179.5888	0.3717382	3.363978	-0.205774	0.4691092	0.4805601	1.777275	-0.03526723	1.206274	-0.3784708	0.4703754	0.4641681	-0.7505298	-0.02082609	1.580643	-2.301496
1278	50140	0	1	2	-0.006234728	-0.05242929	-0.998598	-0.01061517	1.677818	-0.2172356	-0.07611852	-0.006825632	-0.9970754	1	1	3.23349	3.265961	0.4324634	0.4622183	0.4397267	0.4702272	0.4324634	0.4622183	0.4397267	0.4702272	-179.6428	-176.9946	-175.6344	-179.6078	0.3719428	3.3612	-0.2059561	0.4686604	0.4804459	1.777465	-0.03550702	1.206526	-0.3781315	0.475097	0.4675007	-0.7454703	-0.01185185	1.572648	-2.229772
1279	50151	0	1	2	-0.002736166	-0.05125824	-0.99867	-0.01069677	1.677899	-0.217171	-0.07676137	-0.006428757	-0.9970288	1	1	3.233078	3.265732	0.4324798	0.4622183	0.4397455	0.4702272	0.4324798	0.4622183	0.4397455	0.4702272	-179.843	-177.0618	-175.5975	-179.631	0.3722252	3.352829	-0.2065599	0.4683952	0.4802809	1.777391	-0.03570807	1.206727	-0.3777825	0.4797847	0.4711958	-0.7401224	-0.01111873	1.571822	-2.281236
